109432|Li Bingbing|1976-02-27|Harbin, Heilongjiang, China|From Wikipedia, the free encyclopedia.\n\nLi Bingbing ( born February 27, 1976) is a Chinese actress and singer.\n\nDescription above from the Wikipedia article Li Bingbing, licensed under CC-BY-SA, full list of contributors on Wikipedia.
1532|Bill Murray|1950-09-21|Wilmette, Illinois, USA|From Wikipedia, the free encyclopedia\n\nWilliam James "Bill" Murray (born September 21, 1950) is an American actor and comedian. He first gained national exposure on Saturday Night Live and later went on to star in a number of critically and commercially successful comedic films, including Caddyshack (1980), Ghostbusters (1984), and Groundhog Day (1993). Murray gained additional critical acclaim later in his career, starring in Lost in Translation (2003), for which he was nominated for an Academy Award, and a series of films directed by Wes Anderson, including Rushmore (1998), The Royal Tenenbaums (2001), The Life Aquatic with Steve Zissou (2004) and Fantastic Mr. Fox (2009).\n\nDescription above from the Wikipedia article Bill Murray, licensed under CC-BY-SA, full list of contributors on Wikipedia.
19292|Adam Sandler|1966-09-09|Brooklyn, New York, USA|Adam Sandler was born on September 9, 1966, in Brooklyn, New York, to Judy and Stanley Sandler. At 17, he took his first step towards becoming a stand-up comedian when he spontaneously took the stage at a Boston comedy club. He found he was a natural comic. He nurtured his talent while at New York University (graduating with a Bachelor of Fine Arts degree in 1991) by performing regularly in clubs and at universities. During his freshman year, he snagged a recurring role as the Huxtable family's friend Smitty on "The Cosby Show" (1984). While working at a comedy club in L.A., he was "discovered" by Dennis Miller, who recommended him to "Saturday Night Live" (1975) producer Lorne Michaels and told him that Sandler had a big talent. This led to his being cast in the show in 1990, which he also wrote for in addition to performing. After "Saturday Night Live" (1975), Sandler went on to the movies, starring in such hit comedies as Airheads (1994), Happy Gilmore (1996), Billy Madison (1995) and Big Daddy (1999/I). He has also starred in Mr. Deeds (2002) alongside Winona Ryder; Eight Crazy Nights (2002), an animated movie about the Jewish festival of Chanukah; and Punch-Drunk Love (2002). He also writes and produces many of his own films and has composed songs for several of them, including The Wedding Singer (1998). Sandler has had several of his songs placed on the "Billboard" charts, including the classic "The Chanukah Song".\n\nDescription above from the Wikipedia article Adam Sandler, licensed under CC-BY-SA, full list of contributors on Wikipedia.
992427|Pierce Gagnon|2005-07-25|Atlanta - Georgia - USA|Pierce Gagnon is an actor.
1036288|Abbey Lee|1987-06-12| Melbourne, Victoria, Australia|Abbey Lee Kershaw, known professionally as Abbey Lee, is an Australian fashion model, actress and musician. Following several years of success leading up to the 2011 fashion seasons, V magazine dubbed Kershaw a supermodel. Wikipedia
80507|Stefan Kapičić|1978-12-01|Belgrade, Serbia|Stefan Kapičić is a Serbian actor. He is son of actress Slobodanka Žugić. Recipient of an Award for Best Debutant, at 38th Nis Film Festival, Festival of Actors' Achievements in Fiction Films, 2003, for his first movie role in a feature "Almost Ordinary Story" by director Milos Petričić. He is a son of a ex-Yugoslavian basketball legend, World and European champion Dragan Kapičić.
1372|Karl Urban|1972-06-07|Wellington - New Zealand|He is known for playing Éomer in the second and third installments of Peter Jackson's The Lord of the Rings trilogy, Dr. Leonard "Bones" McCoy in the 2009 film Star Trek and Julius Caesar on Xena: Warrior Princess. He played Vaako in The Chronicles of Riddick, the Russian assassin Kirill in The Bourne Supremacy, and Ghost in Pathfinder and won acclaim for his performances in New Zealand films The Price of Milk and Out of the Blue.\n\nHis father, a German immigrant, owned a leather goods retail store, and his mother once worked for Film Facilities in Wellington, through which the young Urban was exposed to New Zealand cinema and developed an interest in the film industry. Urban attended St Mark's Church School, where he showed an early love for public performance. His first acting role came at age eight, when he had a single line in one episode of the New Zealand television series 'Pioneer Woman', but he did not act professionally again until after high school.\n\nHe attended Wellington College in 1990, then Victoria University of Wellington in the Bachelor of Arts programme for one year, but left to pursue his acting career. Over the next few years, he landed several theatre roles in the Wellington area, and eventually he moved to Auckland, where he was offered many guest roles in local shows (one of which was playing a heroin addict in the police drama Shark in the Park). The role which launched him to local fame was that of gay paramedic Jamie Forrest in the hit New Zealand TV series Shortland Street. He appeared on the show for the 1993–1994 season.\n\nUrban then moved to Bondi Beach, Sydney, Australia in 1995, returning to New Zealand the following year.
1733|Nick Nolte|1959-02-08|Omaha, Nebraska, USA|Nicholas King "Nick" Nolte (born February 8, 1941) is an American actor, film producer, voice artist, comedian, and former model.\n\nDescription above from the Wikipedia article Nick Nolte, licensed under CC-BY-SA, full list of contributors on Wikipedia.
101015|Chin Han|1969-11-27|Singapore|Named one of Asia's 25 greatest actors of all time by CNNGo (a division \nof CNN) alongside stars like Hong Kong's Tony Leung Chiu Wai, India's \nAmitabh Bachchan and Japan's Toshiro Mifune, Chin Han's 20 year career \nin Asia has spanned theater, television and film.\n\nBeginning as a \nteen actor in stage classics like Moliere's L'Ecole des femmes and \nShakespeare's Twelfth Night, he went on to star in Singapore's first \nEnglish language television series Masters of the Sea produced by \nex-Lorimar exec Joanne Brough (Dallas, Falcon Crest). A spin-off series \nTroubled Waters was to follow, which he also starred in.\n\nIn 1998 Chin Han made his US film debut\n in Blindness an Official Selection at the 2nd Hollywood Film Festival \nin a leading role opposite Vivian Wu (Peter Greenaway's The Pillow \nBook).\n\nSoon after, he starred in the Singapore mini-series 'Alter Asians' which won the 2001 Asian Television Award for Best TV Movie of the Year.\n\nAs\n a director, he has helmed acclaimed Asian Premieres of plays like David\n Hare's The Blue Room and co-produced the official Musical adaptation of\n Ang Lee's The Wedding Banquet.\n\nA pianist himself, Chin Han has also produced concerts for Tony Award winners Jason Robert Brown (The Last 5 Years), Cady Huffman (The Producers) and Lillias White (Disney's Hercules) in Asia.\n\nIn Los Angeles, he served as Associate Producer (credited as Chin Han Ng) on the 2006 Asian Excellence Awards which featured stars like Jackie Chan, Maggie Q, Quentin Tarantino and Danny Devito.\n\nReturning\n to the big screen, his strong supporting performance in Thom \nFitzgerald's (The Hanging Garden) 3 Needles with Lucy Liu, Sandra Oh, \nand Chloe Sevigny led one movie reviewer to note that for his 'small but\n important role, (Chin Han) delivers in spades' (I-S Magazine).\n\nIn\n 2008, Chin Han took on the pivotal role of Lau in the summer \nblockbuster movie The Dark Knight and was described by director \nChristopher Nolan as having 'a great presence... it was exactly what the\n character required' (South China Morning Post).\n\nThe following \nyear, he joined John Cusack, Chiwetel Ejiofor and Woody Harrelson in \nRoland Emmerich's epic disaster movie 2012 which has grossed more than \n$750 million worldwide to date.\n\nChin Han can next be seen in Gus \nVan Sant's highly anticipated Restless, produced by Ron Howard and Brian\n Grazer, and Steven Soderbergh's star-studded biohazard thriller \nContagion from Warner Bros in 2011.\n\nHe resides in Los Angeles.\n\n((Bio from IMDB))
25909|Ian Hyland|1995-02-01||null
34715|James Nesbitt|1965-01-15|Ballymena, County Antrim, Northern Ireland|From Wikipedia, the free encyclopedia.\n\nJames Nesbitt (born 15 January 1965) is a Northern Irish actor. Born in Ballymena, County Antrim, Northern Ireland, Nesbitt grew up in the nearby village of Broughshane, before moving to Coleraine, County Londonderry. He wanted to become a teacher, like his father, so began a degree in French at the University of Ulster. He dropped out after a year when he decided to become an actor, and transferred to the Central School of Speech and Drama in London. After graduating in 1987, he spent seven years performing in plays that varied from the musical Up on the Roof (1987, 1989) to the political drama Paddywack (1994). He made his feature film debut playing talent agent Fintan O'Donnell in Hear My Song (1991).\n\nNesbitt got his breakthrough television role playing Adam Williams in the romantic comedy-drama Cold Feet (1998–2003), which won him a British Comedy Award, a Television and Radio Industries Club Award, and a National Television Award. His first significant film role came when he appeared as pig farmer "Pig" Finn in Waking Ned (1998). With the rest of the starring cast, Nesbitt was nominated for a Screen Actors Guild Award. In Lucky Break (2001), he made his debut as a film lead playing prisoner Jimmy Hands. The next year, he played Ivan Cooper in the television film Bloody Sunday, about the 1972 shootings in Derry. A departure from his previous "cheeky chappie" roles, the film was a turning point in his career. He won a British Independent Film Award and was nominated for the British Academy Television Award for Best Actor.\n\nNesbitt has also starred in Murphy's Law (2001–2007) as undercover detective Tommy Murphy—a role that was created for him by writer Colin Bateman. The role twice gained Nesbitt Best Actor nominations at the Irish Film &amp; Television Awards (IFTA). In 2007, he starred in the dual role of Tom Jackman and Mr Hyde in Steven Moffat's Jekyll, which earned him a Golden Globe Award nomination in 2008. Nesbitt has since appeared in several more dramatic roles; he starred alongside Liam Neeson in Five Minutes of Heaven (2009), and was one of three lead actors in the television miniseries Occupation (2009) and The Deep (2010). He also starred in the movies Outcast (2010) and Emilio Estevez's The Way (2011), and has been cast in Peter Jackson's The Hobbit (2012/13).\n\nNesbitt is married to former actress Sonia Forbes-Adam, with whom he has two daughters. He is a patron of numerous charities and in 2010 accepted the ceremonial position of Chancellor of the University of Ulster.\n\nDescription above from the Wikipedia article James Nesbitt, licensed under CC-BY-SA, full list of contributors on Wikipedia
2037|Cillian Murphy|1976-05-25|Douglas, Cork, Ireland|Cillian Murphy is an Irish film and theatre actor. He is often noted by critics for his chameleonic performances in diverse roles and distinctive blue eyes.\n\nA native of Cork, Murphy began his performing career as a rock musician. After turning down a record deal, he made his professional acting debut in the play Disco Pigs in 1996. He went on to star in Irish and UK film and stage productions throughout the late 1990s and early 2000s, first coming to international attention in 2003 as the hero in the post-apocalyptic film 28 Days Later. Murphy's best-known roles are as villains in two 2005 blockbusters: the Scarecrow in the superhero film Batman Begins, and Jackson Rippner in the thriller Red Eye. Next came two contrasting, widely acclaimed starring roles: his Golden Globe Award-nominated performance as transgender outcast "Kitten" in 2005's Breakfast on Pluto and a turn as a 1920s Irish revolutionary in the 2006 Palme d'Or winner, The Wind That Shakes the Barley.\n\nIn 2010, Murphy will co-star in Inception, a big budget movie starring Leonardo DiCaprio by Batman Begins/The Dark Knight director Christopher Nolan.\n\nA resident of London since 2001, Murphy often works in or near the city and has expressed no desire to move to Hollywood. Uncomfortable on the celebrity circuit, he customarily gives interviews about his work, but does not appear on television talk shows or discuss details of his private life with the press.\n\nBorn in Douglas and raised in Ballintemple, two suburbs of Cork, Cillian Murphy is the eldest of four children. His father, Brendan, works for the Irish Department of Education and his mother is a French teacher. Not only are his parents educators, but his aunts and uncles are also teachers, as was his grandfather. Musicianship also runs in the family, and Murphy started playing music and writing songs at age ten.\n\nIn mid-2004, Murphy married his long-time live-in girlfriend, Yvonne McGuinness, an artist whom he met in 1996 at one of his rock band's shows. The couple live in northwest London with their two sons Malachy (born in 2005) and Aaron (born in 2007).\n\nMurphy is known for being reluctant to speak about his personal life. He frequently gives interviews about his work but did not appear on a single live TV chat show, where actors customarily share information about their private lives, until 2010, when he was a guest on The Late Late Show on Ireland's RTÉ to promote Perrier's Bounty. He does not have a stylist or a personal publicist, travels without an entourage, and often attends premieres alone. Shy and private, Murphy professes a lack of interest in the celebrity scene, finding the red carpet experience "a challenge... and not one I want to overcome." He intentionally practices a lifestyle that will not interest the tabloids: "I haven't created any controversy, I don't sleep around, I don't go and fall down drunk."\n\nMurphy is friends with fellow Irish actors Colin Farrell and Liam Neeson, looking up to the latter like a "surrogate movie dad". But primarily, Murphy's close friendships are those he made before becoming a star.
1362119|James Northcote||null|
1265629|Angourie Rice||null|From a creative family, Angourie began her career in Perth, Western Australia with several short films and national television commercials. She first came to industry attention with her work on Zak Hilditch's short film Transmission. Angourie travelled with the film to a number of festivals including the Tribeca Film Festival in New York and was awarded Best Actor at the St. Kilda Film Festival in 2012.\n\nFollowing a national search, Hilditch found he could not go past Angourie for the lead role in his follow-up feature film These Final Hours which was selected for inclusion in the Directors' Fortnight at the 2014 Cannes International Film Festival. Angourie can also be seen in the role of Jade in the BBC/20th Century Fox feature film Walking With Dinosaurs 3D. Other screen credits include Mako Mermaids, the Seven Network Pilot Hartman's Solution, The Dr Blake Mysteries (ABC), The Worst Year of My Life Again (ACTF) and several short films.  - IMDb Mini Biography
13014|Toby Jones|1967-09-07|Oxford, England, UK|From Wikipedia, the free encyclopedia.\n\nToby Edward H. Jones  (born 7 September 1966) is an English actor.\n\nDescription above from the Wikipedia article Toby Jones, licensed under CC-BY-SA, full list of contributors on Wikipedia.
88995|Adrianne Palicki|1983-05-06|Toledo, Ohio, USA|Adrianne Palicki (born May 6, 1983) is an American actress best known for her role as Tyra Collette on the NBC television series Friday Night Lights. 
18750|Annabella Sciorra|1964-03-29|Wethersfield, Connecticut, USA|From Wikipedia, the free encyclopedia.\n\nAnnabella Sciorra (born March 29, 1964) is an American film, television, and stage actress. Sciorra received an Independent Spirit Award nomination for Best Female Lead for the 1989 film True Love, and came to widespread attention in her co-lead role in Spike Lee's 1991 film Jungle Fever. She starred in the 1992 thriller The Hand That Rocks The Cradle, and received critical acclaim for her work in Cop Land. She received an Emmy nomination for her role as Gloria Trillo in the HBO series The Sopranos.
1230|John Goodman|1952-06-20|St. Louis - Missouri - USA|​American actor. Height 6' 2" (1,88 m)\n\nJohn Goodman is most famous for his role on the television series Roseanne. He is also a well known film and stage actor. Goodman comes from Affton, Missouri where he showed an early interest in film. A football scholarship took John to Southwest Missouri State University where he continued his acting education. A college injury ended his football dreams, so Goodman moved to Manhattan in pursuit of an acting career. He eventually performed on Broadway and appeared in several commercials. \n\nBy the early 1980's John started landing small movie roles, including Eddie Macon's Run, and The Survivors (both in 1984). In 1990 Arachnophobia earned John a nomination for a Saturn Award for Best Supporting Actor. John then starred in the hugely popular 1998 film, The Big Lebowski which lead to a repeat nomination for Best Supporting Actor. Despite his moderate film success, Goodman is most widely know for playing Dan Conner on the TV sitcom Roseanne. Between 1988 and 1997, 221 episodes of Roseanne were filmed and John received numerous awards for his performance.\n\nGoodman met his wife, Annabeth Hartzog, while filming Everybody's All-American (1988). The two were married in October 1989, and had daughter Molly in 1990. John admits once having a long-time alcohol problem, but has reportedly been clean since 2007.
210271|Taylor Kinney|1981-07-15|Lancaster - Pennsylvania - USA|Kinney was raised in Neffsville, Pennsylvania along with his three brothers by a single mother. He studied business management at West Virginia University before developing an interest in acting. He is best known for his role as Luke Gianni on TV series Fashion House on MyNetworkTV, his regular role on Trauma on NBC, and his recurring role The Vampire Diaries on The CW. In 2011, Kinney was featured in Lady Gaga's music video "Yoü and I".
20054|Elaine Cassidy|1979-12-31|Kilcoole, Wicklow, Ireland|From Wikipedia, the free encyclopedia\n\nElaine Cassidy (born 31 December 1979) is an award winning Irish actress and is best known for playing the lead character Abby Mills in the American CBS TV series Harper's Island, Felicia in Felicia's Journey opposite Bob Hoskins, Runt in Disco Pigs opposite Cillian Murphy, and Lydia in The Others.\n\nDescription above from the Wikipedia article Elaine Cassidy, licensed under CC-BY-SA, full list of contributors on Wikipedia.\n​
1017347|Brenton Thwaites|1989-08-10|Cairns - Queensland - Australia|Brenton Thwaites is an Australian actor, best known for portraying Luke Gallagher in the Fox8 teen drama series, SLiDE, and Stu Henderson in the soap opera Home and Away. Thwaites starred in The Giver as one of the male leads, Jonas, opposite Jeff Bridges and Meryl Streep.\n\nThwaites was born in Cairns, Queensland, in 1989 to Peter and Fiona Thwaites. He has a sister, Stacey. He underwent secondary education at Cairns State High School in Far North Queensland, with his senior year held in 2006. He studied acting at the Queensland University of Technology and he graduated in 2010. He then relocated to Sydney to join the long-running soap opera Home and Away and to pursue his career in acting.
1457461|Danielle Rose Russell||New Jersey - USA|Danielle Rose Russell was born in Pequannock, New Jersey, USA, to parents Rosemary Rado and Walter Russell. When she was ten, a friend of her mother's had suggested to Rosemary that Danielle should pursue modeling. Her mother was hesitant at the idea, but sent pictures out online anyway. Not thinking anything would come out of it, Danielle received many calls from agents and managers asking for interviews. By age twelve, Danielle had booked several commercials and print jobs, but eventually fell in love with film acting, and knew it was something she wanted to pursue for the rest of her life. At age thirteen, Danielle booked her first feature film, A Walk Among the Tombstones, opposite Liam Neeson and Dan Stevens. A few months later, she flew out to Hawaii to pursue a Cameron Crowe film, with co-stars Rachel McAdams, Emma Stone, and Bradley Cooper. She continues to work and definitely wants to continue to pursue acting in her future.
5293|Willem Dafoe|1955-07-22|Appleton, Wisconsin, USA|Willem Dafoe (born July 22, 1955) is an American film, stage, and voice actor, and a founding member of the experimental theatre company The Wooster Group. He has had roles in a wide range of films, including Streets of Fire, To Live and Die in L.A., Platoon, Born on the Fourth of July, The English Patient, The Last Temptation of Christ, Mississippi Burning, Wild at Heart, The Boondock Saints, Inside Man, The Life Aquatic with Steve Zissou, Spider-Man, Shadow of the Vampire, The Aviator, American Psycho, Antichrist, and voice roles in Fantastic Mr. Fox and Finding Nemo.\n\nDafoe has been nominated for the Academy Award for Best Supporting Actor twice. The first was for his role in Platoon in 1986 and the second time for his performance in Shadow of the Vampire in 2000.\n\nDescription above from the Wikipedia article Willem Dafoe, licensed under CC-BY-SA, full list of contributors on Wikipedia.
1397780|Lucas Dawson||null|null
1461|George Clooney|1961-05-06|Lexington, Kentucky, USA|Timothy Clooney (born May 6, 1961) is an American actor, film director, producer, and screenwriter. He has received three Golden Globe Awards for his work as an actor and two Academy Awards—one for acting and the other for producing. Clooney is also noted for his political activism and has served as one of the United Nations Messengers of Peace since January 31, 2008.\n\nBorn in Lexington, Kentucky, as son of Nick Clooney, a TV newscaster of many years, who hosted a talk show at Cincinnati and often invited George into the studios already at the age of 5. Avoiding competition with his father, he quit his job as broadcast journalist after a short time.\n\nStudied a few years at Northern Kentucky University. Failed to join the Cincinnati Reds baseball team. He came to acting when his cousin, Miguel Ferrer, got him a small part in a feature film. After that, he moved to L.A. in 1982 and tried a whole year to get a role while he slept in a friend's closet. His first movie, together with Charlie Sheen, stayed unreleased but got him the producers' attention for later contracts.
65827|Keith David|1956-06-04|Harlem - New York - USA|Keith David Williams (born June 4, 1956), better known as Keith David, is an American film, television, and voice actor, and singer. He is perhaps most known for his live-action roles in such films as Crash, There's Something About Mary, Barbershop and Men at Work. He has also had memorable roles in numerous cult favorites, including John Carpenter's films The Thing (as Childs) and They Live (as Armitage), the Riddick films Pitch Black and The Chronicles of Riddick (as the Imam), the General in Armageddon, King in Oliver Stone's Platoon, and Big Tim in Darren Aronofsky's Requiem for a Dream. David is also well known for his voice over career, primarily his Emmy winning work as the narrator of numerous Ken Burns films. Characters that he has voiced include Goliath on the Disney series Gargoyles, the Arbiter in Halo 2 and Halo 3, David Anderson in Mass Effect and Mass Effect 2, the Decepticon Barricade in Transformers: The Game, Julius Little in Saints Row and Saints Row 2, Sgt. Foley in Call of Duty: Modern Warfare 2, Dr. Facilier in The Princess and the Frog, and Chaos in Dissidia: Final Fantasy and Dissidia 012 Final Fantasy.\n\nDescription above from the Wikipedia article Keith David, licensed under CC-BY-SA, full list of contributors on Wikipedia
1087|Lars Rudolph|1966-08-18|null|null
57452|Faran Tahir|1963-02-16|Los Angeles - California - USA|Faran Tahir is actor.
477|Julie Walters|1950-02-22|Smethwick, England, UK|Julie Walters is an English actress and novelist.\n\nWalters was born as Julia Mary Walters in Smethwick, Sandwell, the daughter of Mary Bridget, a postal clerk of Irish Catholic extraction, and Thomas Walters, a builder and decorator.\n\nWalters met her husband, Grant Roffey, an AA patrol man, in a whirlwind romance. The couple have a daughter, Maisie Mae Roffey (born 1988, City of Westminster, London), but did not marry until 1997, 11 years into their relationship, when they went to New York. The couple live on an organic farm run by Roffey in West Sussex.
31164|Adewale Akinnuoye-Agbaje|1967-08-22|Islington, London, England, UK|Adewale Akinnuoye-Agbaje ( born 22 August 1967) is a Nigerian–English actor, and former fashion model best known for his roles as Mr. Eko on Lost, Simon Adebisi on Oz and Nykwana Wombosi in The Bourne Identity.\n\nDescription above from the Wikipedia article Adewale Akinnuoye-Agbaje, licensed under CC-BY-SA,full list of contributors on Wikipedia.
62220|Lauren Cohan|1982-01-07| Philadelphia, Pennsylvania, USA|​From Wikipedia, the free encyclopedia.\n\nLauren Cohan (born November 30, 1982 height 5' 7" (1,70 m) Zodiac: Capricorn is an British-American actress. Her most recognised roles to date are that of the role of Bela Talbot on Supernatural and her role as Rose on The Vampire Diaries. She also recently played Vivian Volkoff, the daughter of primary antagonist Alexei Volkoff on NBC's "Chuck", and Maggie Greene in The Walking Dead.\n\nEarly life\n\nCohan was born in Philadelphia, Pennsylvania. She lived in Cherry Hill, New Jersey during her childhood before moving to her mother's native United Kingdom in her teens. Cohan's Scottish mother converted to Judaism when she married Cohan's stepfather. She was raised in the Jewish religion from the age of five, and had a Bat Mitzvah. She has a younger stepsister.\n\nCohan graduated from the University of Winchester, where she studied Drama and English Literature, before touring with a theater company she co-founded at the university. Cohan then split her time and work between London and Los Angeles, California, working on several films as well as some non-commercial projects.\n\nDescription above from the Wikipedia article Lauren Cohan, licensed under CC-BY-SA, full list of contributors on Wikipedia
4135|Robert Redford|1936-08-18|Santa Monica, California, USA|Charles Robert Redford Jr. (born August 18, 1936), better known as Robert Redford, is an American actor, film director, producer, businessman, model, environmentalist, philanthropist, and founder of the Sundance Film Festival. He has received two Oscars: one in 1981 for directing Ordinary People, and one for Lifetime Achievement in 2002. His popular films include Butch Cassidy and the Sundance Kid (1969), Jeremiah Johnson (1972), The Candidate (1972), The Sting (1973), The Way We Were (1973), The Great Gatsby (1974), Three Days of the Condor (1975), All the President's Men (1976), The Natural (1984), Out of Africa (1985), and Sneakers (1992). As a filmmaker, his notable films include Ordinary People (1980), A River Runs Through It (1992), Quiz Show (1994), The Horse Whisperer (1998), and The Legend of Bagger Vance (2000).\n\nDescription above from the Wikipedia article Robert Redford, licensed under CC-BY-SA, full list of contributors on Wikipedia.
10963|José Zúñiga||Honduras|From Wikipedia, the free encyclopedia.\n\nZúñiga was born in Honduras. He is best known for his roles in films such as Alive, Ransom, Con Air, Fresh, Crooklyn, Next Stop Wonderland and Twilight. He has appeared in several television shows including 24, Prison Break, Law &amp; Order, The O.C., NCIS, CSI: Crime Scene Investigation, Bones, Lie to meDexter and Medium,The Event and Scandal.
1030512|Dayo Okeniyi|1988-06-14|Lagos - Nigeria|
17183|Jackie Earle Haley|1961-07-14|Northridge, California, U.S.|From Wikipedia, the free encyclopedia.\n\nJackie Earle Haley (born Jack E. Haley;July 14, 1961) is an American film actor. Establishing himself from child actor to adult Academy Award-nominee, he is perhaps best known for his roles as Moocher in Breaking Away, Kelly Leak in The Bad News Bears, pedophile Ronnie McGorvey in Little Children, the vigilante Rorschach in Watchmen, as horror icon Freddy Krueger in the remake of A Nightmare on Elm Street, released on April 30, 2010, and most recently as Guerrero in Fox's drama Human Target.\n\nDescription above from the Wikipedia article Jackie Earle Haley, licensed under CC-BY-SA, full list of contributors on Wikipedia​
1294|Missi Pyle|1972-11-16|Houston, Texas, U.S.|​From Wikipedia, the free encyclopedia.  \n\nAndrea Kay "Missi" Pyle (born November 16, 1972) is an American actress and singer. She has appeared in several films, including Galaxy Quest, Dodgeball: A True Underdog Story, Big Fish, Charlie and the Chocolate Factory, and Harold & Kumar Escape from Guantanamo Bay. She is also the other half of Smith & Pyle, a desert country-rock band, with actress Shawnee Smith.\n\nDescription above from the Wikipedia article Missi Pyle, licensed under CC-BY-SA, full list of contributors on Wikipedia.
1303037|Taron Egerton|1989-11-10|Wrexham - North Wales - UK|Taron Egerton is a Welsh actor best known for his role as "Eggsy" Unwin in Kingman: The Secret Service. He is set to reprise his role in the sequel.
1210306|Murielle Telio||null|null
3489|Naomi Watts|1968-09-28|Shoreham, Kent, England, UK|Naomi Watts had already been a working actress for over a decade when she earned notice as a promising newcomer in David Lynch's Cannes Film Festival prizewinner Mulholland Drive (2001).\n\nBorn September 28th, 1968, Watts began acting in her teens, landing her first film role in For Love Alone (1986). Watts subsequently appeared with future Hollywood headliners Nicole Kidman and Thandie Newton in John Duigan's disarming teen romance Flirting (1991). Watts's next film with Duigan, Wide Sargasso Sea (1992), was not so well received. After her first taste of Hollywood with Joe Dante's schlock movie homage Matinee (1992), Watts nabbed a starring role as Jimmy Smits's disturbed student in George Miller's little seen courtroom drama Gross Misconduct (1993). Watts then starred as Jet Girl to Lori Petty's Tank Girl (1995), but the science fiction fantasy suffered an ignominious box office fate. After a series of TV movies and thrillers, including Sleepwalkers (1997) and Children of the Corn IV (1996), Watts appeared in Marshall Herskovitz's high-toned Venetian courtesan costumer Dangerous Beauty (1998) and successful TV docudrama The Hunt for the Unicorn Killer (1999). Watts's breakthrough finally arrived when David Lynch cast her in his ABC pilot Mulholland Drive. Though ABC canceled the project in 1999 after Lynch turned in a typically mood-drenched work, StudioCanal financed its transformation into a feature that debuted to acclaim at Cannes in 2001. A Los Angeles dreamscape akin to Lost Highway, Mulholland Drive featured Watts as the blonde half of a female duo caught in a mystery of shifting identities. Drawing attention for her not-for-network TV love scene with co-star Laura Harring, Watts also earned praise as a rising "new" actress.\n\nThough ignored for an Oscar nomination, Watts's tour-de-force dual performance earned her numerous accolades and critics' awards, igniting her career. Working steadily in the wake of Mulholland Drive, Watts scored a box-office as well as critical success a year later with The Ring (2002), the Hollywood remake of the Japanese horror blockbuster. Starring Watts as an intrepid reporter investigating the origins of a lethal videotape, The Ring overcame studio doubts to become a sleeper hit, solidifying Watts's new star status. Watts subsequently donned period dress for the Showtime western The Outsider (2002), and to co-star alongside fellow Aussie Heath Ledger in The Kelly Gang (2003). Balancing her genre work with potentially headier fare guided by notable directors, Watts also appeared with Kate Hudson, Glenn Close and Stockard Channing in the Merchant-Ivory romantic comedy Le Divorce (2003), and won a leading role opposite formidable actors Sean Penn and Benicio Del Toro in Alejandro González Iñárritu's 21 Grams (2003).
6574|Clancy Brown|1959-01-05|Urbana - Ohio - USA|Clarence J. "Clancy" Brown III (born January 5, 1959 height 6' 3½" (1,92 m)) is an American film, television and voice actor. He is known for his live-action roles as Captain Byron Hadley in the award-winning The Shawshank Redemption; The Kurgan in the film Highlander; Brother Justin Crowe in HBO's critically acclaimed Carnivàle and Career Sergeant Zim in Starship Troopers. Brown is most famous for providing the voices of animated characters such as Mr. Eugene H. Krabs in the animated series SpongeBob SquarePants; Lex Luthor throughout various DC projects; Captain Black and Ratso in Jackie Chan Adventures; Otto in Super Robot Monkey Team Hyperforce Go!; Dr. Neo Cortex in the original Crash Bandicoot video games and Savage Opress in Star Wars: The Clone Wars. Early life\n\nBrown was born in Urbana, Ohio in 1959 and had an older sister Beth (1958–1965). Their mother Joyce (née Eldridge) was a conductor, composer, and concert pianist. Their father Clarence J. "Bud" Brown, Jr. helped manage the Brown Publishing Company, the family-owned newspaper business started by Clancy's grandfather, Congressman Clarence J. Brown. From 1965 to 1983 Bud Brown also served as a US Congressman, and later as chairman of the board of Brown Publishing. The family operated the business until 2010.Brown graduated from St. Albans School in Washington, D.C., as his family lived there much of the time when his father served in Congress. He earned a scholarship to Northwestern University, where he became a member of the Sigma Chi Fraternity.\n\nBrown is often cast in roles of villains or authority figures. His career has tended to alternate among mainstream TV/cable; major-studio and independent-studio movies; and a large repertoire of voice work for animated and video game roles.\n\nPersonal life\n\nBrown has been married to Jeanne Johnson since 1993; they have a son and daughter.
1259874|Yon Tumarkin|1989-07-22|null|
